epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,9256.84,0.99518,0.42643,1.08029,0.93819,0.96715,0.98592,0.68763,1.17581,0.41451,1.28538,0.00777637,0.00777637,0.00777637
117,9303.49,0.99539,0.42223,1.08092,0.94278,0.96438,0.98572,0.70052,1.13658,0.4029,1.25928,0.00775703,0.00775703,0.00775703
118,9350.47,1.0017,0.42364,1.07157,0.94151,0.96413,0.98507,0.69931,1.1404,0.40568,1.25849,0.0077377,0.0077377,0.0077377
119,9397,0.9941,0.42518,1.07362,0.94377,0.96276,0.98555,0.69507,1.16019,0.40628,1.27459,0.00771836,0.00771836,0.00771836
120,9447.82,0.99302,0.42422,1.0839,0.94193,0.96168,0.98585,0.69779,1.13341,0.40354,1.25497,0.00769902,0.00769902,0.00769902
121,9494.29,0.99276,0.42207,1.07553,0.94224,0.96712,0.98605,0.71307,1.09326,0.39216,1.22742,0.00767969,0.00767969,0.00767969
122,9540.91,0.98809,0.42119,1.07996,0.93997,0.96823,0.98555,0.68227,1.18585,0.41006,1.29838,0.00766035,0.00766035,0.00766035
123,9587.54,0.9897,0.42113,1.07583,0.93861,0.96797,0.98531,0.69881,1.14107,0.40395,1.2683,0.00764102,0.00764102,0.00764102
124,9634.22,0.99759,0.4252,1.08569,0.93763,0.96832,0.98506,0.66208,1.23768,0.42209,1.35787,0.00762168,0.00762168,0.00762168
125,9680.66,0.99223,0.42127,1.07913,0.94092,0.96563,0.9854,0.70022,1.13594,0.40211,1.25848,0.00760234,0.00760234,0.00760234
126,9727.46,0.99215,0.42109,1.07479,0.93837,0.96779,0.98562,0.67812,1.19926,0.41586,1.30844,0.00758301,0.00758301,0.00758301
127,9773.47,0.98266,0.41918,1.07824,0.9442,0.96532,0.98608,0.71123,1.10397,0.39312,1.23838,0.00756367,0.00756367,0.00756367
128,9819.89,0.98848,0.4211,1.07509,0.93891,0.96756,0.98546,0.68791,1.17987,0.4084,1.2895,0.00754434,0.00754434,0.00754434
129,9884.27,0.98696,0.42265,1.07239,0.9413,0.96385,0.98586,0.69947,1.14277,0.40476,1.26127,0.007525,0.007525,0.007525
130,9929.93,0.9857,0.419,1.07958,0.94019,0.96613,0.98531,0.68641,1.17877,0.41038,1.29317,0.00750566,0.00750566,0.00750566
131,9978.04,0.98281,0.4192,1.06178,0.93773,0.97035,0.98573,0.69738,1.1406,0.40054,1.26258,0.00748633,0.00748633,0.00748633
132,10024.3,0.97896,0.41829,1.06957,0.94216,0.96582,0.98636,0.70216,1.13222,0.3994,1.25481,0.00746699,0.00746699,0.00746699
133,10071.2,0.98213,0.41721,1.06647,0.94478,0.9639,0.98604,0.70244,1.1273,0.39765,1.25253,0.00744766,0.00744766,0.00744766
134,10117.2,0.97195,0.4151,1.07128,0.94076,0.96663,0.98641,0.70962,1.10147,0.39423,1.23908,0.00742832,0.00742832,0.00742832
135,10196,0.97919,0.41746,1.06965,0.93823,0.96705,0.98582,0.69088,1.16995,0.40803,1.28123,0.00740898,0.00740898,0.00740898
136,10242.1,0.98182,0.41942,1.07129,0.93968,0.96741,0.98607,0.69088,1.15696,0.40508,1.27918,0.00738965,0.00738965,0.00738965
137,10289.6,0.97696,0.41354,1.06498,0.94356,0.96568,0.98577,0.71739,1.07732,0.38992,1.21466,0.00737031,0.00737031,0.00737031
138,10337.7,0.98136,0.41717,1.06761,0.94266,0.96555,0.98519,0.686,1.1896,0.40812,1.30664,0.00735098,0.00735098,0.00735098
139,10383.9,0.97835,0.41588,1.06881,0.94111,0.96616,0.98551,0.69231,1.17113,0.40581,1.28569,0.00733164,0.00733164,0.00733164
140,10430.1,0.97697,0.41546,1.06357,0.94339,0.96601,0.98623,0.71088,1.09548,0.39117,1.23045,0.0073123,0.0073123,0.0073123
141,10476.5,0.97141,0.41744,1.06717,0.94114,0.96517,0.98532,0.69023,1.17115,0.40785,1.29027,0.00729297,0.00729297,0.00729297
142,10522.8,0.97759,0.41513,1.06723,0.94632,0.96189,0.98589,0.69644,1.15137,0.39965,1.27409,0.00727363,0.00727363,0.00727363
143,10569,0.97782,0.41837,1.07042,0.93898,0.96807,0.98568,0.69911,1.13847,0.40053,1.25993,0.0072543,0.0072543,0.0072543
144,10615.3,0.97246,0.41583,1.07211,0.93888,0.96617,0.98496,0.67573,1.21865,0.41761,1.32607,0.00723496,0.00723496,0.00723496
145,10664.2,0.97701,0.41849,1.07235,0.93921,0.96953,0.98602,0.69328,1.15619,0.40195,1.27824,0.00721562,0.00721562,0.00721562
146,10713.3,0.97201,0.41506,1.06431,0.94276,0.96583,0.9861,0.69254,1.1642,0.4029,1.28087,0.00719629,0.00719629,0.00719629
